Name,1st Der M,Incl,RoA,Eccent,Arg of Peri,Mean Anom,Mean Motion
STARLINK-1741,-3.54e-06,53.0648,354.1493,1504.0,69.0276,291.0874,15.06401216
STARLINK-1743,-1.512e-05,53.0584,13.9148,2159.0,66.0108,294.1107,15.06391101
STARLINK-1747,1.681e-05,53.0596,354.1161,1824.0,71.4451,288.6736,15.06392499
STARLINK-1748,2.603e-05,53.0595,355.427,1705.0,81.4853,278.6329,15.064079
STARLINK-1753,1.482e-05,53.0592,354.0964,1858.0,75.5114,284.6081,15.06402486
STARLINK-1531,1.013e-05,53.0601,13.9367,2059.0,63.1505,296.9695,15.06385954
STARLINK-1650,1.66e-05,53.0597,359.048,1636.0,73.0115,287.1053,15.06399832
STARLINK-1660,-1.88e-06,53.058,359.1176,1535.0,77.603,282.5131,15.0638917
STARLINK-1675,-9.5e-07,53.0568,334.4272,2270.0,76.3884,283.7358,15.06402368
STARLINK-1677,-1.82e-06,53.0595,359.1475,1353.0,108.8286,251.285,15.06399274
STARLINK-1682,-4.3e-07,53.06,359.0151,1912.0,75.308,284.8121,15.06399778
STARLINK-1683,1.927e-05,53.0661,344.0812,2323.0,69.954,290.1699,15.06400907
STARLINK-1705,9.7e-05,53.0572,359.0846,1739.0,82.031,278.0876,15.06353654
STARLINK-1708,-6.17e-06,53.0608,0.0664,1568.0,84.8256,275.2912,15.06394235
STARLINK-1712,-4.67e-06,53.0534,354.0688,1935.0,74.1349,285.9853,15.06394312
STARLINK-1728,-5.3e-07,53.0582,354.0731,1593.0,73.3348,286.7816,15.0639228
STARLINK-1729,-1.45e-06,53.0605,13.8726,2234.0,64.0701,296.0518,15.0639599
STARLINK-1732,-3.04e-06,53.0594,354.0855,1730.0,79.8527,280.2657,15.06394935
STARLINK-1736,-5.28e-06,53.0584,354.0061,1802.0,76.6917,283.4273,15.06397257
STARLINK-1737,1.623e-05,53.058,354.0511,1831.0,71.3873,288.7314,15.06394571
STARLINK-1744,-0.0020549,52.9995,317.6684,1705.0,100.4373,259.6827,15.53265084
STARLINK-1746,1.637e-05,53.0589,354.1377,1610.0,74.8262,285.2905,15.06400229
STARLINK-1749,-3.75e-06,53.0297,354.2911,5163.0,58.5707,301.5786,15.06397509
STARLINK-1754,0.00055428,53.062,321.9828,1597.0,58.5612,301.5556,15.60076394
STARLINK-1755,-1.68e-06,53.0696,355.0548,2615.0,65.2032,294.9229,15.06400293
FLOCK 4V 21,1.384e-05,97.4371,161.721,3312.0,208.9498,151.1551,15.16109047
FLOCK 4V 18,3.541e-05,97.4498,161.8855,6234.0,233.7997,126.2659,15.15557432
FLOCK 4V 19,1.351e-05,97.4375,161.7569,2654.0,203.5506,156.5606,15.16351067
FLOCK 4V 20,4.129e-05,97.4484,161.7727,6508.0,241.095,118.963,15.15433379
SOYUZ MS-17,2.13e-05,51.6459,27.4017,3029.0,150.6075,357.161,15.48951886
STARLINK-1715,-4.48e-06,53.0564,83.8936,1378.0,90.371,269.7437,15.06395738
STARLINK-1716,9.05e-06,53.0601,79.5967,653.0,84.4398,275.6665,15.06398368
STARLINK-1717,8.15e-06,53.0563,93.8707,627.0,93.1986,266.9075,15.06398365
STARLINK-1718,-7.5e-06,53.0565,78.8969,937.0,79.0713,281.0381,15.06398121
STARLINK-1720,8.45e-06,53.0567,78.913,913.0,91.176,268.9334,15.06392168
STARLINK-1731,-0.00140801,53.0488,67.0344,6074.0,280.1156,79.9148,15.08459369
STARLINK-1766,-6.77e-06,53.0556,78.9331,757.0,60.5926,299.5139,15.06398009
STARLINK-1773,1e-07,53.0526,59.5085,5468.0,300.6494,59.3956,15.06392615
STARLINK-1774,-8.98e-06,53.0555,93.9134,940.0,138.0918,222.0143,15.06392738
STARLINK-1775,1.276e-05,53.0531,94.3268,639.0,138.7559,221.3478,15.06402938
STARLINK-1776,-9.35e-06,53.0548,93.9224,237.0,133.0235,227.0774,15.06393096
STARLINK-1778,-6.7e-07,53.0452,93.7465,903.0,69.7742,290.3344,15.06410152
STARLINK-1780,-4.55e-06,53.0573,78.9771,503.0,46.3458,313.7573,15.06395007
STARLINK-1781,-1.17e-05,53.0524,94.3136,540.0,109.1975,250.9072,15.06391009
STARLINK-1783,-4.332e-05,53.0543,94.4007,947.0,89.7442,270.3655,15.06400392
STARLINK-1784,-6.55e-06,53.0551,59.1502,1736.0,71.2735,288.8442,15.06399645
STARLINK-1786,7.06e-06,53.0549,94.2703,411.0,137.1808,222.9213,15.06389187
STARLINK-1788,1.057e-05,53.0547,94.6458,583.0,107.831,252.2742,15.06402499
STARLINK-1789,1.138e-05,53.0449,69.0933,1456.0,83.3955,276.72,15.06397704
STARLINK-1790,9.15e-06,53.0486,79.6635,772.0,87.5334,272.5743,15.06391068
STARLINK-1791,6.52e-06,53.0555,94.1247,419.0,76.0984,284.0051,15.06403435
STARLINK-1792,1.086e-05,53.0481,79.0637,946.0,110.8953,249.2137,15.0639729
STARLINK-1793,1.396e-05,53.0546,60.1079,8036.0,294.8892,65.1261,15.06397847
STARLINK-1794,8.86e-06,53.0556,93.9911,1270.0,73.4205,286.6923,15.0639715
STARLINK-1795,-7.23e-06,53.0531,59.1382,1697.0,63.545,296.5713,15.06402833
STARLINK-1796,9.49e-06,53.0545,93.9535,561.0,130.6726,229.4312,15.06391245
STARLINK-1797,-1.036e-05,53.0559,79.4717,580.0,90.2209,269.8847,15.06392685
STARLINK-1799,8.8e-06,53.0554,79.1555,785.0,79.3451,280.7626,15.06402878
STARLINK-1800,-5.56e-06,53.0548,94.1553,407.0,97.3103,262.7932,15.06393487
STARLINK-1801,-8.56e-06,53.0573,79.0126,939.0,77.4856,282.6238,15.06396435
STARLINK-1802,-1.39e-06,53.0553,59.5304,5444.0,300.4365,59.6086,15.06394497
STARLINK-1803,6.75e-06,53.0557,79.692,949.0,59.7837,300.3246,15.06394069
STARLINK-1804,-1.54e-05,53.0497,59.5161,5213.0,298.8699,61.1767,15.06398427
STARLINK-1805,-1.099e-05,53.0557,94.441,857.0,94.7233,265.3854,15.06391331
STARLINK-1807,1.871e-05,53.0556,78.9557,760.0,69.8844,290.2226,15.06403038
STARLINK-1808,-7.37e-06,53.0581,59.5577,6772.0,296.1874,63.8418,15.06399818
STARLINK-1809,1.11e-05,53.0552,59.5654,6491.0,297.2617,62.771,15.06393232
STARLINK-1810,-1.203e-05,53.0516,94.6002,726.0,119.7281,240.378,15.06391961
STARLINK-1811,7.42e-06,53.0546,93.8751,507.0,112.8586,247.2457,15.06397438
STARLINK-1813,9.34e-06,53.0564,79.5848,1187.0,80.9787,279.1336,15.06387616
STARLINK-1814,-5.93e-06,53.0564,79.1321,1126.0,76.1477,283.9638,15.0640033
STARLINK-1815,-5.29e-06,53.054,79.074,633.0,71.0955,289.0103,15.06395652
STARLINK-1816,-6.84e-06,53.0552,79.1238,811.0,85.385,274.7231,15.0639342
STARLINK-1817,6.26e-06,53.0566,79.1442,1265.0,75.4523,284.6607,15.06392553
STARLINK-1818,1.187e-05,53.0566,94.3933,402.0,111.1534,248.9498,15.06400882
STARLINK-1820,8.35e-06,53.0545,79.3633,847.0,93.2427,266.8659,15.06401701
STARLINK-1821,-9.41e-06,53.0547,93.8903,620.0,72.0012,288.1044,15.06404297
STARLINK-1822,-7.17e-06,53.054,58.6512,5597.0,299.937,60.1063,15.06401898
STARLINK-1823,-9.89e-06,53.0419,59.206,2019.0,68.1087,292.0116,15.06393468
STARLINK-1824,-0.0002796,53.0461,36.3842,1609.0,134.0276,226.0889,16.06178189
STARLINK-1825,5.76e-06,53.0545,94.3587,969.0,85.4142,274.6958,15.06394369
STARLINK-1826,-5.35e-06,53.054,54.8336,1608.0,73.7735,286.3431,15.06394318
STARLINK-1827,-4.8e-06,53.0469,59.8306,7867.0,296.3058,63.7122,15.06397019
STARLINK-1828,8.26e-06,53.054,94.2347,454.0,136.9713,223.1312,15.06401331
STARLINK-1829,9.56e-06,53.049,79.453,11105.0,14.6645,345.4664,15.06396914
STARLINK-1830,-6.1e-06,53.0593,54.9042,1518.0,69.7579,290.3573,15.06401113
STARLINK-1831,-6.59e-06,53.0483,69.7024,1690.0,67.3657,292.751,15.06401165
STARLINK-1841,0.00063275,53.0544,48.4577,6025.0,68.8956,291.2701,15.62250411
FLOCK 4V 22,3.177e-05,97.4353,161.7211,4660.0,236.4707,123.608,15.15911301
FLOCK 4V 23,1.334e-05,97.4386,161.8154,3899.0,206.1986,153.905,15.16093368
FLOCK 4V 24,4.775e-05,97.4511,161.8011,5489.0,258.6994,101.3638,15.15520446
STARLINK-1847,0.00417876,53.0591,159.2662,3409.0,179.5543,180.5467,15.45935923
STARLINK-1848,1.483e-05,53.049,163.6169,1891.0,146.8466,213.2641,15.06404837
STARLINK-1865,7.86e-06,53.0553,158.8255,1316.0,134.5722,225.5374,15.06401537
STARLINK-1872,1.8e-05,53.0542,158.9444,1109.0,143.9697,216.1366,15.0640051
STARLINK-1892,8.98e-06,53.0554,158.8557,9538.0,108.3611,251.8416,15.06401023
STARLINK-1894,-6.59e-06,53.0568,159.0764,1469.0,134.383,225.7279,15.06399353
STARLINK-1898,3.8e-06,53.0536,158.662,1424.0,135.2113,224.8992,15.06401867
STARLINK-1905,-4.43e-06,53.0544,158.6975,1423.0,139.763,220.3465,15.06398331
STARLINK-1908,1.401e-05,53.0551,159.0956,1294.0,136.0277,224.0815,15.06404867
STARLINK-1910,-5.7e-07,53.0563,158.7563,6571.0,109.576,250.5939,15.06398271
STARLINK-1911,5.63e-06,53.0544,159.0159,1196.0,132.3224,227.7867,15.06405707
STARLINK-1920,4.34e-06,53.0556,158.7381,1244.0,151.0032,209.1026,15.06400144
STARLINK-1921,4e-08,53.055,158.6896,6200.0,95.5256,264.644,15.06403111
STARLINK-1922,1.44e-06,53.0556,158.8422,1283.0,139.2704,220.8381,15.06395925
STARLINK-1923,-6.33e-06,53.0552,158.8073,1196.0,142.5889,217.5184,15.06393296
STARLINK-1924,-2.32e-06,53.0544,163.7557,1605.0,143.4317,216.6781,15.06396232
STARLINK-1925,-5.31e-06,53.0554,163.8253,1274.0,126.0832,234.0276,15.06394752
STARLINK-1926,-4.4e-06,53.0543,163.6989,1570.0,149.514,210.5941,15.06397005
STARLINK-1928,0.00043729,53.0587,163.8588,2399.0,137.2703,222.8473,15.06183994
STARLINK-1833,1.138e-05,53.052,173.5899,1348.0,130.2566,229.8541,15.06400574
STARLINK-1896,-1.64e-06,53.0565,173.8421,1412.0,140.3732,219.736,15.06400789
STARLINK-1897,-5.69e-06,53.0569,173.8615,1197.0,119.424,240.6869,15.06397285
STARLINK-1901,-0.00024363,53.0546,173.729,1233.0,107.7088,252.4036,15.06343061
STARLINK-1902,1.736e-05,53.0546,173.7751,1528.0,142.2477,217.8619,15.06404175
STARLINK-1903,-6.2e-06,53.0569,173.5785,1289.0,137.7016,222.4073,15.06396449
STARLINK-1906,-1.21e-06,53.0518,173.6251,1176.0,114.7021,245.409,15.06400526
STARLINK-1916,1.79e-06,53.0545,173.665,1284.0,115.9482,244.1639,15.06401164
STARLINK-1917,-6.62e-06,53.0569,173.8293,1109.0,121.2104,238.8994,15.06395665
STARLINK-1918,-5.33e-06,53.0546,173.7935,1055.0,121.1568,238.9524,15.06398351
STARLINK-1919,1.452e-05,53.0553,173.719,1192.0,132.559,227.55,15.06401805
STARLINK-1932,2.139e-05,53.0561,173.7141,1589.0,141.7939,218.3163,15.06402174
STARLINK-1935,1.578e-05,53.0557,173.7519,1114.0,130.5004,229.6082,15.06413718
STARLINK-1936,2.1e-07,53.0557,173.7716,1297.0,127.3316,232.7791,15.06400527
STARLINK-1937,1.293e-05,53.0546,173.6504,1387.0,135.8048,224.3052,15.06406472
STARLINK-1939,2.794e-05,53.0539,174.5713,1193.0,118.1977,241.9133,15.06449162
STARLINK-1945,1.275e-05,53.0533,173.6016,1377.0,127.7984,232.3129,15.0640371
STARLINK-1946,1.761e-05,53.0558,173.7091,1597.0,141.5026,218.6077,15.06402803
STARLINK-1949,1e-08,53.0543,173.6913,4769.0,178.1128,181.988,15.06400883
STARLINK-1798,8.26e-06,53.0449,148.6748,609.0,68.1036,292.0017,15.06400422
STARLINK-1832,1.065e-05,53.0504,148.6952,988.0,101.4801,258.6299,15.06398733
STARLINK-1834,-7.34e-06,53.0577,158.5859,1304.0,139.8766,220.2319,15.06399535
STARLINK-1835,1.278e-05,53.0561,148.7242,1266.0,90.7115,269.4019,15.06393155
STARLINK-1851,2.65e-05,53.0492,148.6835,1045.0,99.0945,261.0162,15.06403563
STARLINK-1882,1.576e-05,53.0476,148.6776,1109.0,95.7587,264.3528,15.06405783
STARLINK-1883,1.9e-06,53.0554,148.7073,7866.0,324.0436,36.0023,15.06398098
STARLINK-1893,2.482e-05,53.0529,137.3226,1895.0,34.2192,325.8933,15.38790493
STARLINK-1899,4.51e-06,53.0534,137.6411,2054.0,37.8423,322.2724,15.38783907
STARLINK-1929,-1.966e-05,53.0546,137.633,1897.0,42.3998,317.7151,15.38775607
STARLINK-1930,-3.93e-06,53.0553,158.8444,1306.0,133.3745,226.7353,15.06395068
STARLINK-1931,-5.31e-06,53.0502,158.644,1081.0,139.6655,220.4414,15.0639471
STARLINK-1933,-4.63e-06,53.0569,158.8672,965.0,140.7551,219.3508,15.06397376
STARLINK-1934,9.53e-06,53.0551,148.7407,1068.0,100.6515,259.4594,15.06391874
STARLINK-1941,-7.07e-06,53.0485,158.6349,1209.0,138.8866,221.2214,15.06397951
STARLINK-1942,-3.25e-06,53.057,158.8921,1267.0,141.8839,218.2239,15.06393302
STARLINK-1943,-1.2e-06,53.0524,137.6107,2014.0,41.0187,319.0967,15.38785935
STARLINK-1944,1.61e-06,53.0543,148.6929,1082.0,94.5912,265.5201,15.06391956
STARLINK-1947,-2.86e-06,53.053,137.3068,2021.0,38.5968,321.5179,15.38774751
STARLINK-1948,4.97e-06,53.0561,173.8565,1481.0,138.7388,221.3713,15.0640348
YAOGAN-30 U,3.62e-06,34.9965,54.8003,624.0,188.522,171.5474,14.89883054
YAOGAN-30 V,3.63e-06,34.9984,54.6289,2010.0,34.596,325.4882,14.89889693
YAOGAN-30 W,3.5e-06,34.9988,54.0608,6855.0,127.535,232.5974,14.89897145
TIANQI-6,2.91e-06,35.0055,50.9718,14008.0,181.5742,178.4916,14.91446238
FLOCK 4V 25,1.533e-05,97.4414,161.7702,4476.0,207.646,152.4537,15.16346373
FLOCK 4EP 1,3.668e-05,97.4779,150.9899,13484.0,163.6972,196.4697,15.16189242
FLOCK 4EP 7,3.364e-05,97.478,151.0242,14400.0,160.7675,199.4104,15.1644976
FLOCK 4EP 9,4.236e-05,97.4746,150.9773,13242.0,156.7103,203.4732,15.16675468
FLOCK 4EP 8,3.521e-05,97.4794,151.1064,11879.0,150.9009,209.2889,15.16834811
FLOCK 4EP 5,2.87e-05,97.4795,151.2361,16098.0,147.303,212.9204,15.1726797
CE-SAT IIB,8.91e-06,97.4771,151.1864,15194.0,142.0264,218.2044,15.16943017
FLOCK 4EP 3,2.477e-05,97.4772,151.283,16883.0,141.952,218.2909,15.17457545
FLOCK 4EP 2,2.657e-05,97.4818,151.4123,15662.0,133.1624,227.0922,15.17675448
FLOCK 4EP 4,1.555e-05,97.478,151.3563,16359.0,130.7806,229.4851,15.17812063
FLOCK 4EP 6,3.804e-05,97.4736,151.2493,13662.0,138.4011,221.8264,15.1749762
FLOCK 4V 26,3.611e-05,97.4507,161.7909,4838.0,260.2666,99.8017,15.15452206
NUSAT-12 DOROTHY,2.842e-05,97.2465,161.7419,11443.0,101.613,5.7554,15.31303937
NUSAT-9 ALICE,3.052e-05,97.2351,161.8759,6429.0,88.1573,47.9288,15.33276624
NUSAT-11 CORA,3.472e-05,97.239,161.8189,9558.0,113.8662,26.692,15.31863017
NUSAT-15 KATHERINE,2.598e-05,97.252,162.1059,6429.0,91.0264,14.6041,15.32129618
NUSAT-14 HEDY,3.274e-05,97.2494,161.8494,10888.0,111.1135,13.975,15.31966898
NUSAT-10 CAROLINE,0.00023752,97.2502,161.551,11031.0,113.1639,333.2672,15.31674158
NUSAT-13 EMMY,3.221e-05,97.2495,161.9266,10363.0,111.9954,24.6817,15.31965373
NUSAT-17 MARY,2.469e-05,97.2492,161.9116,10626.0,123.4091,12.0175,15.3167543
NUSAT-18 VERA,2.939e-05,97.2492,162.0423,11151.0,128.8914,7.1515,15.32183751
NUSAT-16 LISE,3.098e-05,97.25,161.9493,8355.0,121.5144,357.0738,15.32227935
RISAT-2BR2,6.38e-06,36.9032,354.0135,6187.0,355.2951,4.773,14.98262347
KSM1-D,0.01578911,36.9028,353.7934,6033.0,339.1546,21.4121,15.00323949
KSM1-C,5.61e-06,36.9083,353.21,7857.0,20.8489,339.2572,15.01306885
LEMUR 2 OZARAK,1.759e-05,36.9048,353.5016,7340.0,18.5767,341.5241,14.99077408
LEMUR 2 JINDRA,2.067e-05,36.9029,353.4484,7319.0,20.7503,339.3536,14.9917148
LEMUR 2 WALLACE,1.737e-05,36.9032,353.4218,7283.0,21.7298,338.375,14.99192128
LEMUR 2 JEREMIAH,2.047e-05,36.9032,351.4164,7112.0,26.6682,333.4425,14.99255123
KSM1-A,1.495e-05,36.9035,351.1291,9645.0,37.0946,323.046,15.01938243
R2,9e-07,36.9068,352.5825,11142.0,34.2941,325.8517,14.995506
KSM1-B,3.73e-06,36.9061,352.2469,8615.0,42.6452,317.4952,14.99606004
DRAGON RESILIENCE,2.13e-05,51.6459,27.4017,3029.0,150.6075,357.161,15.48951886
SPOC,0.0001351,51.6436,24.8272,2862.0,120.7262,239.4011,15.52808856
BOBCAT-1,0.00021087,51.6444,25.8357,2638.0,120.519,239.6061,15.53811749
LEMUR 2 BAXTER-OLIVER,0.00039094,51.644,23.9192,2245.0,146.5383,213.575,15.56065075
LEMUR 2 DJARA,0.00031404,51.644,22.7401,2099.0,132.7851,227.3317,15.5568647
DESCENT,0.00013284,51.6435,24.2694,2498.0,149.9994,210.114,15.52672446
CORVUS BC5,2.84e-05,97.3779,224.6814,15212.0,191.9331,168.1545,15.2216123
SPACEBEE-34,9.671e-05,97.3765,224.7542,15236.0,209.9654,150.0711,15.22627471
SPACEBEE-35,9.393e-05,97.3768,224.7524,15198.0,210.0211,150.0127,15.22571287
SPACEBEE-36,9.311e-05,97.3767,224.4965,15363.0,211.4565,148.5756,15.22546328
SPACEBEE-37,8.985e-05,97.3764,224.7478,15039.0,210.8155,149.2197,15.2246294
SPACEBEE-38,8.705e-05,97.3761,224.7364,14867.0,209.766,150.2716,15.22409282
SPACEBEENZ-3,5.77e-05,97.3778,224.719,15602.0,207.817,152.2228,15.21912
SPACEBEENZ-4,5.58e-05,97.3773,224.7139,15287.0,208.1148,151.9256,15.21868205
BRO-2,1.812e-05,97.3835,224.583,11604.0,203.9337,217.2591,15.20907173
SPACEBEENZ-5,5.561e-05,97.3772,224.3864,15321.0,209.1597,150.8787,15.21826516
SPACEBEENZ-6,5.3e-05,97.3777,224.3889,14984.0,210.2721,149.7655,15.21812779
BRO-3,2.93e-05,97.3698,224.3334,11756.0,210.5109,205.8896,15.20866214
SPACEBEE-33,7.851e-05,97.3752,224.3189,13918.0,220.5721,139.4479,15.21679453
SPACEBEE-32,8.384e-05,97.3758,224.3263,14373.0,221.3392,138.6759,15.21710016
SPACEBEE-30,7.823e-05,97.3759,224.5786,13897.0,219.4917,140.5307,15.21678168
SPACEBEE-31,8.116e-05,97.3751,224.5799,14040.0,220.8973,139.1209,15.21683707
SPACEBEE-28,8.452e-05,97.3761,224.5877,13893.0,221.2132,138.8062,15.21715726
SPACEBEE-29,8.014e-05,97.3752,224.5831,14037.0,221.1657,138.8521,15.21695719
SPACEBEE-27,8.731e-05,97.3762,224.5911,13958.0,223.3895,136.6243,15.21743721
SPACEBEE-25,9.361e-05,97.3754,224.3362,13991.0,223.8721,136.1406,15.2180454
SPACEBEE-24,8.473e-05,97.3753,224.5867,13947.0,221.7566,138.2606,15.2171392
SPACEBEE-22,9.091e-05,97.3772,224.5899,14105.0,223.9071,136.1051,15.21811115
DRAGRACER 1(ALCHEMY),0.0012918,97.352,225.6864,12492.0,236.8004,123.2103,15.37861924
DRAGRACER 2(AUGURY),1.019e-05,97.3768,224.3865,12545.0,222.5415,137.4842,15.20104057
SPACEBEE-26,8.561e-05,97.3754,224.3284,14176.0,222.7421,137.2715,15.21702439
SPACEBEENZ-2,5.898e-05,97.3779,224.7236,15509.0,208.4185,151.6221,15.21948342
SPACEBEE-39,8.411e-05,97.3766,224.7324,15209.0,209.3841,150.6501,15.22347475
SPACEBEENZ-1,6.091e-05,97.378,224.7286,15608.0,208.8814,151.1535,15.22000045
SPACEBEE-23,9.117e-05,97.3775,224.5918,14189.0,223.4929,136.5191,15.21789764
S6 MICHAEL FREILICH,-6.1e-07,66.0441,137.6261,7984.0,265.647,94.363,12.80930122
STARLINK-1777,0.00043318,53.0538,138.5319,593.0,126.7284,172.4016,15.06362613
STARLINK-1779,0.00041614,53.054,143.0894,2396.0,75.2544,337.3181,15.047477
STARLINK-1785,3.195e-05,53.0563,143.5103,736.0,124.0095,247.573,15.06405438
STARLINK-1787,-0.00054685,53.0515,114.8952,5916.0,340.9652,167.8425,15.57275189
STARLINK-1812,0.00047661,53.0543,138.5163,507.0,123.6727,30.3205,15.0637729
STARLINK-1836,-0.00013351,53.0532,118.5268,10274.0,314.547,191.0488,15.35007684
STARLINK-1837,-0.00450937,53.0516,119.3931,4588.0,271.3671,115.8198,15.2034026
STARLINK-1838,0.00040675,53.0631,128.4705,1457.0,53.4807,175.4235,15.06389974
STARLINK-1839,0.00038295,53.0551,148.5327,1307.0,141.9868,176.9894,15.06383774
STARLINK-1840,3.463e-05,53.0558,123.7488,9945.0,313.0942,46.9219,15.1768531
STARLINK-1842,0.0021932,53.0539,113.1949,6515.0,264.3066,11.8462,15.6083618
STARLINK-1843,0.00040204,53.0517,128.5436,1156.0,73.4319,260.5354,15.063807
STARLINK-1844,0.00043912,53.0546,137.7079,4302.0,32.9256,78.0719,15.02309146
STARLINK-1845,0.00040515,53.0501,128.5382,1360.0,57.1929,251.6673,15.06378674
STARLINK-1846,-0.0009902,53.0544,138.5302,934.0,84.0772,229.8826,15.06432628
STARLINK-1849,0.00040498,53.0518,128.5164,1218.0,71.403,337.575,15.06375559
STARLINK-1850,0.0004643,53.0564,133.529,842.0,61.4594,165.1357,15.06365417
STARLINK-1852,0.00039795,53.0436,143.4621,872.0,113.2047,188.8815,15.04743756
STARLINK-1853,0.00023858,53.0541,138.0222,1299.0,56.6544,300.7191,15.04765756
STARLINK-1854,0.00040475,53.0546,128.5262,1384.0,70.6044,83.4917,15.06370057
STARLINK-1855,0.00039793,53.0543,148.5275,1162.0,142.8083,236.1006,15.06390979
STARLINK-1856,-0.00045754,53.049,128.5652,1377.0,69.7294,219.2583,15.06399257
STARLINK-1857,-0.00453228,53.0521,119.239,1272.0,71.781,300.888,15.20241765
STARLINK-1858,-0.00453943,53.0532,119.3722,4534.0,273.975,130.4089,15.20395134
STARLINK-1859,0.00038428,53.0499,148.5344,997.0,144.372,99.6909,15.06375751
STARLINK-1860,8.12e-06,53.0547,138.5043,525.0,118.386,115.5895,15.06401562
STARLINK-1861,0.00040254,53.0496,128.5352,1311.0,59.5482,309.4406,15.06367554
STARLINK-1862,0.00079803,53.0548,138.5137,1267.0,63.0791,150.818,15.06362887
STARLINK-1863,0.00040514,53.0689,128.4549,1510.0,54.5657,194.3462,15.06391762
STARLINK-1864,0.00046635,53.0445,138.553,688.0,113.5494,140.4233,15.0637808
STARLINK-1866,0.00041359,53.0548,138.5341,1015.0,86.624,247.3581,15.06374258
STARLINK-1867,0.00023164,53.0547,143.511,708.0,126.9055,344.667,15.06396672
STARLINK-1868,0.0004069,53.0555,128.521,1510.0,61.3069,67.6053,15.06375997
STARLINK-1869,0.00038147,53.0545,148.5325,927.0,138.6759,160.2498,15.06387705
STARLINK-1870,0.00040114,53.0523,118.6536,10246.0,314.08,121.0612,15.33558032
STARLINK-1871,0.00044274,53.056,138.5252,994.0,87.1696,6.7849,15.06385004
STARLINK-1873,-4.884e-05,53.0394,128.5851,1444.0,67.4039,261.6476,15.06400334
STARLINK-1874,0.00040314,53.0548,138.5325,607.0,96.1429,257.8583,15.0638234
STARLINK-1875,0.00040603,53.0549,128.5212,1452.0,69.7886,39.1908,15.06372127
STARLINK-1876,0.00040829,53.0564,128.5256,1419.0,59.9353,89.0449,15.06367668
STARLINK-1877,0.00048281,53.0534,138.5129,883.0,103.9532,70.0285,15.06371565
STARLINK-1878,0.00020746,53.0553,148.5311,1004.0,141.6986,282.377,15.06398337
STARLINK-1879,-0.00466955,53.0489,119.216,1350.0,70.6069,348.2148,15.20513308
STARLINK-1880,0.00040743,53.0545,138.5193,1200.0,97.6926,296.3178,15.06366127
STARLINK-1881,0.00049736,53.05,133.6944,1052.0,42.9943,279.0629,15.25630853
STARLINK-1884,0.00045733,53.0562,138.5268,9219.0,44.7881,69.205,15.06364128
STARLINK-1885,0.00047116,53.055,138.5208,1259.0,85.9293,48.0692,15.06377775
STARLINK-1886,-8.44e-06,53.0568,122.4754,3668.0,342.5343,68.2087,15.1990181
STARLINK-1887,0.00048683,53.0544,138.5138,862.0,99.4508,94.451,15.06377539
STARLINK-1888,0.00040622,53.0531,128.5133,1222.0,63.3913,25.6017,15.06360852
STARLINK-1889,0.00044975,53.0578,143.5238,3563.0,83.5101,11.1079,15.05885382
STARLINK-1890,0.00023111,53.0556,138.5236,872.0,104.172,14.9594,15.06388676
STARLINK-1891,0.00042827,53.0556,138.5263,1024.0,90.8392,343.128,15.06366007
STARLINK-1895,-0.00466948,53.05,119.2227,1345.0,73.0912,0.3512,15.2061612
STARLINK-1900,0.00159166,53.0493,109.5233,1442.0,0.5982,268.9461,15.90342959
STARLINK-1907,0.00040868,53.0552,128.527,1475.0,51.8924,117.046,15.06379002
STARLINK-1912,0.00045304,53.0482,138.5378,839.0,95.2766,178.6927,15.06370381
STARLINK-1913,0.0003882,53.0548,148.5318,1275.0,136.5681,202.4326,15.06377919
STARLINK-1914,0.00039377,53.0544,148.5348,984.0,144.2498,214.7299,15.06380199
STARLINK-1927,-0.00466834,53.0498,119.2438,1412.0,65.0148,36.651,15.20841796
FALCON EYE 2,1.89e-06,97.8499,162.7081,1713.0,90.1165,270.0246,14.84930683
GONETS M 20,2.4e-07,82.5048,48.1534,21582.0,27.0473,333.1724,12.42883682
GONETS M 21,2.4e-07,82.4984,48.0606,15848.0,39.7322,320.4915,12.42861037
GONETS M 22,0.00020016,82.5086,47.972,21359.0,21.2745,338.3525,12.42906127
COSMOS 2548,-3e-08,82.5012,48.0314,16392.0,38.6742,321.5508,12.42951148
GAOFEN 14,1.549e-05,97.4252,163.7065,9267.0,224.45,271.8122,15.25594232
GECAM-A,4.35e-06,28.9993,52.9036,12441.0,316.5434,43.4184,14.9070016
GECAM-B,-1.827e-05,29.0005,52.8339,12820.0,321.8408,38.1276,14.90778119
STRIX-ALPHA,3.053e-05,97.3677,342.0494,12547.0,306.1502,78.6198,15.21098322
ONEWEB-0102,1.4e-07,87.895,10.0729,8178.0,317.6587,253.4716,13.44868715
ONEWEB-0109,1.3e-07,87.9134,9.9218,8967.0,317.9958,92.6786,13.34164257
ONEWEB-0110,1.4e-07,87.8852,9.9625,7844.0,319.2928,90.3162,13.53978367
ONEWEB-0111,1.3e-07,87.9228,9.8977,9219.0,322.2514,257.4491,13.35822065
ONEWEB-0114,-0.00429524,87.9601,9.8762,9780.0,301.8441,150.6366,13.29091787
ONEWEB-0117,6.686e-05,87.9635,9.9399,7952.0,330.7443,266.4728,13.28433676
ONEWEB-0118,1.4e-07,87.8481,9.9874,11187.0,304.8631,125.3113,13.45981804
